id,association_id,artist_id
398,17,339
399,17,340
400,17,132
401,18,341
402,18,342
403,18,343
404,18,344
405,18,345
406,18,67
407,18,346
408,18,90
409,18,167
410,18,347
411,18,348
412,18,349
413,18,350
414,18,351
415,18,352
416,18,353
417,18,354
418,18,355
419,18,356
420,18,357
421,18,199
422,18,358
423,19,322
424,19,359
425,19,360
426,19,313
427,19,331
428,19,332
429,19,361
430,19,362
431,19,363
432,19,364
433,19,6
434,19,365
435,19,316
436,19,333
437,19,366
438,19,317
439,19,367
440,19,368
441,19,369
442,19,370
443,20,371
444,20,372
445,20,50
446,20,373
447,20,374
448,20,348
449,20,251
450,20,13
451,20,375
452,20,376
453,20,377
454,21,378
455,21,379
456,21,248
457,21,380
458,21,381
459,21,382
460,21,150
461,21,383
462,21,19
463,21,432
464,21,151
465,21,385
466,21,343
467,21,386
468,21,387
469,21,388
470,21,345
471,21,389
472,21,390
473,21,21
474,21,391
475,21,392
476,21,393
477,21,250
478,21,394
479,21,395
480,21,396
481,21,397
482,21,22
483,21,398
484,21,87
485,21,399
486,21,400
487,21,401
488,21,402
489,21,91
490,21,347
491,21,403
492,21,7
493,21,94
494,21,24
495,21,96
496,21,172
497,21,99
498,21,26
499,21,324
500,21,404
501,21,405
502,21,177
503,21,100
504,21,27
505,21,406
506,21,407
507,21,408
508,21,251
509,21,409
510,21,28
511,21,410
512,21,111
513,21,112
514,21,29
515,21,411
516,21,412
517,21,413
518,21,119
519,21,414
520,21,415
521,21,416
522,21,417
523,21,252
524,21,418
525,21,30
526,21,122
527,21,123
528,21,419
529,21,126
530,21,420
531,21,421
532,21,422
533,21,423
534,21,424
535,21,425
536,21,141
537,21,31
538,21,427
539,21,428
540,22,248
541,22,429
542,22,18
543,22,430
544,22,380
545,22,431
546,22,432
547,22,151
548,22,433
549,22,385
550,22,343
551,22,434
552,22,435
553,22,436
554,22,437
555,22,438
556,22,439
557,22,345
558,22,389
559,22,440
560,22,441
561,22,442
562,22,443
563,22,444
564,22,445
565,22,164
566,22,22
567,22,87
568,22,373
569,22,91
570,22,446
571,22,447
572,22,347
573,22,245
574,22,448
575,22,7
576,22,449
577,22,171
578,22,450
579,22,24
580,22,451
581,22,173
582,22,25
583,22,99
584,22,348
585,22,452
586,22,53
587,22,100
588,22,453
589,22,27
590,22,185
591,22,454
592,22,28
593,22,410
594,22,29
595,22,455
596,22,456
597,22,252
598,22,198
599,22,30
600,22,457
601,22,122
602,22,247
603,22,126
604,22,422
605,22,458
606,22,423
607,22,133
608,22,459
609,22,460
610,22,461
611,22,31
612,23,322
613,23,145
614,23,462
615,23,429
616,23,463
617,23,464
618,23,465
619,23,466
620,23,467
621,23,468
622,23,469
623,23,360
624,23,313
625,23,470
626,23,331
627,23,332
628,23,154
629,23,155
630,23,471
631,23,361
632,23,472
633,23,473
634,23,1
635,23,474
636,23,475
637,23,362
638,23,476
639,23,477
640,23,363
641,23,478
642,23,22
643,23,479
644,23,364
645,23,480
646,23,6
647,23,481
648,23,365
649,23,482
650,23,168
651,23,483
652,23,315
653,23,484
654,23,316
655,23,333
656,23,366
657,23,334
658,23,317
659,23,367
660,23,292
661,23,368
662,23,485
663,23,486
664,23,487
665,23,488
666,23,489
667,23,320
668,23,321
669,23,369
670,23,370
671,23,490
672,23,491
673,23,492
674,23,493
675,24,494
676,24,495
677,24,380
678,24,496
679,24,342
680,24,151
681,24,66
682,24,69
683,24,497
684,24,74
685,24,75
686,24,78
687,24,163
688,24,498
689,24,90
690,24,95
691,24,98
692,24,499
693,24,27
694,24,111
695,24,116
696,24,191
697,24,500
698,24,501
699,24,502
700,24,503
701,24,126
702,24,504
703,24,130
704,24,133
705,24,143
706,25,505
707,25,506
708,25,507
709,25,508
710,25,509
711,25,510
712,25,511
713,25,441
714,25,512
715,25,513
716,25,514
717,25,515
718,25,516
719,25,517
720,25,518
721,25,519
722,25,520
723,25,521
724,25,522
725,25,523
726,25,524
727,25,525
728,25,526
729,25,527
730,25,528
731,25,529
732,25,530
733,25,531
734,25,532
735,25,533
736,25,534
737,25,535
738,25,339
739,25,536
740,25,537
741,25,538
742,25,539
743,25,540
744,25,541
745,25,542
746,25,543
747,25,544
748,25,545
749,25,546
750,25,547
751,25,548
752,25,549
753,25,550
754,25,551
755,25,552
756,25,553
757,25,554
758,25,555
759,26,343
760,26,556
761,26,557
762,26,73
763,26,475
764,26,558
765,26,559
766,26,560
767,26,561
768,26,562
769,26,563
770,26,175
771,26,564
772,26,565
773,26,114
774,26,566
775,26,567
776,26,119
777,26,568
778,26,30
779,26,569
780,26,211
781,27,341
782,27,570
783,27,571
784,27,342
785,27,385
786,27,343
787,27,572
788,27,439
789,27,153
790,27,345
791,27,440
792,27,346
793,27,442
794,27,250
795,27,573
796,27,574
797,27,90
798,27,402
799,27,347
800,27,7
801,27,25
802,27,99
803,27,575
804,27,112
805,27,354
806,27,357
807,27,415
808,27,199
809,27,576
810,27,31
811,27,577
812,27,17
813,28,578
814,28,579
815,28,580
816,28,581
817,28,582
818,28,583
819,28,584
820,28,585
821,28,586
822,28,587
823,28,588
824,28,589
825,28,590
826,28,591
827,28,592
828,28,525
829,28,593
830,28,594
831,28,595
832,28,596
833,28,597
834,28,598
835,28,599
836,28,600
837,28,601
838,28,602
839,28,603
840,28,604
841,28,539
842,28,605
843,28,606
844,28,607
845,28,608
846,28,609
847,28,610
848,28,247
849,28,611
850,28,612
851,28,613
852,29,614
853,29,615
854,29,616
855,29,617
856,29,372
857,29,618
858,29,619
859,29,620
860,29,621
861,29,622
862,29,473
863,29,474
864,29,623
865,29,624
866,29,625
867,29,50
868,29,626
869,29,52
870,29,627
871,29,9
872,29,628
873,29,629
874,29,13
875,29,630
876,29,631
877,29,632
878,29,543
879,29,375
880,29,633
881,29,634
882,29,635
883,29,636
884,29,637
885,29,638
886,29,639
887,29,640
888,29,641
889,29,642
890,29,376
891,30,347
892,30,345
893,30,380
894,30,410
895,30,413
896,31,99
897,31,87
898,31,91
899,31,122
900,31,347
901,31,345
902,31,7
903,31,395
904,31,24
905,31,167
906,31,200
907,31,172
908,31,643
909,31,189
910,31,573
911,31,644
912,31,126
913,31,199
914,31,185
915,32,402
916,32,645
917,32,646
918,32,647
919,32,648
920,32,649
921,32,650
922,32,651
923,32,652
924,32,653
925,32,430
926,32,570
927,32,654
928,32,432
929,32,656
930,32,657
931,32,658
932,32,659
933,32,660
934,32,661
935,32,440
936,32,662
937,32,663
938,32,664
939,32,442
940,32,665
941,32,666
942,32,667
943,32,668
944,32,250
945,32,669
946,32,670
947,32,373
948,32,671
949,32,672
950,32,673
951,32,25
952,32,674
953,32,452
954,32,173
955,32,676
956,32,246
957,32,678
958,32,679
959,32,680
960,32,455
961,32,681
962,32,682
963,32,456
964,32,683
965,32,684
966,32,685
967,32,460
968,32,462
969,32,576
970,32,686
971,33,687
972,33,8
973,33,15
974,33,16
975,33,13
976,33,4
977,33,634
978,34,248
979,34,151
980,34,168
981,34,688
982,34,169
983,34,171
984,34,53
985,34,453
986,34,689
987,34,252
988,34,198
989,34,690
990,34,691
991,34,692
992,34,693
993,34,694
994,34,695
995,35,151
996,35,249
997,35,392
998,35,22
999,35,24
1000,35,100
1001,35,27
1002,35,251
1003,35,13
1004,35,252
1005,35,211
1006,36,696
1007,36,697
1008,36,692
1009,36,176
1010,36,54
1011,36,690
1012,37,64
1013,37,68
1014,37,70
1015,37,77
1016,37,83
1017,37,86
1018,37,84
1019,37,103
1020,37,114
1021,37,115
1022,37,300
1023,37,121
1024,37,124
1025,37,131
1026,37,132
1027,37,136
1028,37,139
1029,38,698
1030,38,699
1031,38,700
1032,38,701
1033,39,450
1034,39,702
1035,39,703
1036,39,704
1037,39,705
1038,39,245
1039,39,422
1040,39,706
1041,39,707
1042,39,708
1043,39,709
1044,39,710
1045,39,711
1046,39,712
1047,39,713
1048,39,714
1049,39,715
1050,39,716
1051,39,717
1052,40,718
1053,40,719
1054,40,720
1055,40,721
1056,40,722
1057,40,264
1058,40,723
1059,40,265
1060,40,724
1061,40,725
1062,40,268
1063,40,270
1064,41,726
1065,41,514
1066,41,374
1067,41,727
1068,41,190
